rating,review_title,review_text,reviewer_name,verified_purchase,review_date,helpful_upvotes,helpful_total,review_date_raw,product,sentiment,clean_text,word_count
5.0,Excellent,Awesome product and received an original product,Prashanth  Reddy,True,2024-01-01,5.0,1.0,"Jan, 2024",iPhone 15,positive,awesome product received original product,5
5.0,Super!,Awestruck by its performance 👌,KaryD,True,2023-09-01,4.0,1.0,"Sep, 2023",iPhone 15,positive,awestruck performance,2
5.0,Just wow!,Far better than 15pro no finger print even with moisturize hands,Biswadeep Roy,True,2023-09-01,21.0,13.0,"Sep, 2023",iPhone 15,positive,far better pro finger print even moisturize hand,8
5.0,Just wow!,The iPhone 15 features a 48-megapixel main camera sensorIt is powered by the A16 Bionic SoCThe iPhone 15 now comes with Dynamic I,Ashwani Mishra,True,2024-06-01,8.0,3.0,"Jun, 2024",iPhone 15,positive,iphone feature megapixel main camera sensorit powered bionic socthe iphone come dynamic,12
5.0,Great product,The best one from apple💙,Dev Sarda,True,2023-10-01,8.0,3.0,"Oct, 2023",iPhone 15,positive,best one apple,3
5.0,Perfect product!,Amazing 😍😍😍😍Just go and buy it blindly if you have enough of money,Venkat Ramana,True,2023-09-01,7.0,3.0,"Sep, 2023",iPhone 15,positive,amazing buy blindly enough money,5
4.0,Delightful,"I bought this in big billion days in Flipkart, overall the pho",Ashbin paul Paul,True,2024-02-01,3.0,0.0,3 months ago,iPhone 15,positive,bought big billion day flipkart overall pho,7
4.0,Really Nice,Damn good,Sunil Choudhary,True,2024-02-01,3.0,0.0,5 months ago,iPhone 15,positive,damn good,2
4.0,Very Good,☺️Awesome must buy it I m really happy with iPhone 15 ❤️😊🥹😍,Megha bodhan,True,2024-07-01,3.0,0.0,"Jul, 2024",iPhone 15,positive,awesome must buy really happy iphone,6
4.0,Nice product,"Phone is good but if u already have an iPhone 12,13,14 then it's not worth upgrading, same design and similar performance except dynamic Island which I guarantee you will ever notice or use",Manoj negi,True,2024-06-01,3.0,0.0,"Jun, 2024",iPhone 15,positive,phone good already iphone worth upgrading design similar performance except dynamic island guarantee ever notice use,16
4.0,Wonderful,I phone is phone nothing but it's a brand that makes the cost. Better should be more improved. And it gives heat.,Motam Jamatia,True,2024-06-01,3.0,0.0,"Jun, 2024",iPhone 15,positive,phone phone nothing brand make cost better improved give heat,10
4.0,Good quality product,Much faster and best camera only issue of battery one day easily use after full charge. Design Awesome 🤘🏻✌️.best color in images and 4K with 60 fps is awesome.,Aalok Singh,True,2024-05-01,3.0,0.0,"May, 2024",iPhone 15,positive,much faster best camera issue battery one day easily use full charge design awesome best color image fps awesome,19
4.0,Good quality product,Apple as usual. Eco system is great. Rest all are average for the price but I paid for the ecosystem,Shadab Lampsy,True,2024-05-01,3.0,0.0,"May, 2024",iPhone 15,positive,apple usual eco system great rest average price paid ecosystem,10
4.0,Unsatisfactory,Product is good. But worst delivery experience,Praveen sarwa,True,2024-03-01,3.0,0.0,"Mar, 2024",iPhone 15,positive,product good worst delivery experience,5
4.0,Good quality product,Overall performance is best.Good aesthetic and nice color. Only thing worries me that it gets really hot with increase of brightness and during 15 min video call..,Deepti Rankhambe,True,2024-02-01,2.0,0.0,"Feb, 2024",iPhone 15,positive,overall performance best good aesthetic nice color thing worry get really hot increase brightness min video call,17
4.0,Worth the money,Phone is great.,Sandeep Mehta,True,2024-01-01,2.0,0.0,"Jan, 2024",iPhone 15,positive,phone great,2
4.0,Delightful,Love iphone 15,Kiran  Biswas,True,2024-02-01,5.0,1.0,6 months ago,iPhone 15,positive,love iphone,2
4.0,Wonderful,"Well, there is a little bit of hitting issue there, not at charging but in general operations. From design perspective, dynamic island is horribly thick for a 6.1 screen. It could have been smarter if the look was a little bit slim. What stops apple to increase the battery capacity now a days is beyond explanation. The Chinese manufacturers has definitely done a phenomenal job in terms of both the battery and charging. There's no trade Off there, it's a success for them. In software, the comp...",Pinaki Ray,True,2024-04-01,5.0,1.0,"Apr, 2024",iPhone 15,positive,well little bit hitting issue charging general operation design perspective dynamic island horribly thick screen could smarter look little bit slim stop apple increase battery capacity day beyond explanation chinese manufacturer definitely done phenomenal job term battery charging trade success software comp,42
4.0,Nice product,"Phone is good. Good battery backup , upgraded camera. But I feel refresh rate should be 90hz atleast.",Nalinakshya Sahoo,True,2024-01-01,5.0,1.0,"Jan, 2024",iPhone 15,positive,phone good good battery backup upgraded camera feel refresh rate atleast,11
3.0,Just okay,"The only thing I like about this phone is the camera quality and that is the reason I bought this phone.I already have an Android phone which is less than 50% of its price and still is better in every aspect except the camera.Well! Definitely, iphone 15 has a flagship level chipset but I am not a gamer and a normal user and I find mid rangers and flagship all perform at similar level in daily tasks.While iphone 15 only has 60hz screen which feels choppy, all other phones have 120-144hz scr...",Amit Tekriwal,True,2024-01-01,21.0,6.0,"Jan, 2024",iPhone 15,neutral,thing like phone camera quality reason bought phone already android phone less price still better every aspect except camera well definitely iphone flagship level chipset gamer normal user find mid ranger flagship perform similar level daily task iphone screen feel choppy phone scr,43
3.0,Nice,Too much heat when camera used,Baljinder Singh,True,2024-09-01,5.0,0.0,"Sep, 2024",iPhone 15,neutral,much heat camera used,4
5.0,Just wow!,"The best part of camera is cinematic video which is fabulous. Rest of the things are good, but cinematic mode is on next level, higher rate is missing which may hurt phone noise cancellation is on. Also next level. Some small small features which make sweet point to use and make it different from android efforts of making iOS and developing some sweet sweet things are appreciable and if you have MacBook or iPad, ecosystem work, fantastically the best things for this iPhone is much much better...",ANKIT kumar,True,2024-05-01,6.0,2.0,"May, 2024",iPhone 15,positive,best part camera cinematic video fabulous rest thing good cinematic mode next level higher rate missing may hurt phone noise cancellation also next level small small feature make sweet point use make different android effort making io developing sweet sweet thing appreciable macbook ipad ecosystem work fantastically best thing iphone much much better,53
5.0,Mind-blowing purchase,My mom gift,Naseer Ahmed,True,2024-02-01,6.0,2.0,"Feb, 2024",iPhone 15,positive,mom gift,2
5.0,Classy product,awsm phone. best performance,Suman Chakraborty,True,2024-02-01,6.0,2.0,"Feb, 2024",iPhone 15,positive,awsm phone best performance,4
5.0,Worth every penny,Very nice phone im happy very good 👍,Sabir Khan,True,2024-01-01,6.0,2.0,"Jan, 2024",iPhone 15,positive,nice phone happy good,4
5.0,Fabulous!,Very good product,anujyadav anuj,True,2023-09-01,6.0,2.0,"Sep, 2023",iPhone 15,positive,good product,2
4.0,Value-for-money,"Phone is good built lightweight,handy, camera good quality, display great phone is nice if love it's OS and can spend that much",Vishnu Singh,True,2024-03-01,11.0,6.0,"Mar, 2024",iPhone 15,positive,phone good built lightweight handy camera good quality display great phone nice love spend much,15
5.0,Great product,Overall Beast Performance 🔥10/10 Just Go For It 😎👍,Krupansh Patel,True,2023-10-01,7.0,3.0,"Oct, 2023",iPhone 15,positive,overall beast performance,3
5.0,Must buy!,Very good,Naresh Soni,True,2023-09-01,7.0,2.0,"Sep, 2023",iPhone 15,positive,good,1
5.0,Terrific purchase,Execpt battery everything work awesome,Flipkart Customer,True,2023-10-01,8.0,3.0,"Oct, 2023",iPhone 15,positive,execpt battery everything work awesome,5
5.0,Must buy!,What a phone super performance with light weight. Please find my details review as follows. 1. Camera - camera is super with very gud quality photo even at night as well. 2. Battery - battery backup is fine and will last for one day long. 3. Performance - iphone 15 performance is super. No lagging and no heating issue. Cons-1. Battery could be better at this price range. 2. Face recognition is not good as not always open with face ID,Sudipto Sarkar,True,2024-02-01,9.0,5.0,"Feb, 2024",iPhone 15,positive,phone super performance light weight please find detail review follows camera camera super gud quality photo even night well battery battery backup fine last one day long performance iphone performance super lagging heating issue con battery could better price range face recognition good always open face,46
5.0,Perfect product!,First time experiencing I phone. It feels premium and quality is awesome love it ❤️❤️❤️,ABDUR RAHMAN,True,2023-09-01,43.0,45.0,"Sep, 2023",iPhone 15,positive,first time experiencing phone feel premium quality awesome love,9
5.0,Classy product,Everything is good. Battery backup is hardly 6hrs will come while continuously usage. Camera is fantastic. In this iphone 60 hz refreshing rate is equals to 120hz refresh rate in android. Very light weight.,Pentakota Pavan,True,2023-11-01,25.0,23.0,"Nov, 2023",iPhone 15,positive,everything good battery backup hardly hr come continuously usage camera fantastic iphone refreshing rate equal refresh rate android light weight,20
5.0,Great product,Nice product. The look of the phone is awesome 👌. Great to have the iphone black color.,Tekchand Biswal,True,2023-10-01,31.0,31.0,"Oct, 2023",iPhone 15,positive,nice product look phone awesome great iphone black color,9
3.0,Does the job,Camera very hard but phone heating 😒😒,Flipkart Customer,True,2024-04-01,7.0,1.0,"Apr, 2024",iPhone 15,neutral,camera hard phone heating,4
4.0,Delightful,"I have both galaxy s23 and iphone, galaxy is taking 9/10 good photos compared to iphone 7/10 photos. Iphone only shine on video.For better photo buy galaxy s23Better video go for iphone.",Santu Rana,True,2024-06-01,8.0,4.0,"Jun, 2024",iPhone 15,positive,galaxy iphone galaxy taking good photo compared iphone photo iphone shine video better photo buy galaxy better video iphone,19
4.0,Pretty good,"I am an iphone user since long. I have bought this YELLOW colour. But really feel that apple should rethink and rename this colour as GOLDEN YELLOW, its edges are slightly on the Golden side as you can see in the pics. Additional feature as compare to iphone 13, this has Dynamic Island and camera is superb 👌🏻 I am using it for 5 hrs daily, not facing any heating issue as such.",Dipin Kapoor,True,2024-05-01,8.0,4.0,"May, 2024",iPhone 15,positive,iphone user since long bought yellow colour really feel apple rethink rename colour golden yellow edge slightly golden side see pic additional feature compare iphone dynamic island camera superb using hr daily facing heating issue,35
5.0,Mind-blowing purchase,"I have moved from android to ios, iphone 15 is really a good device, fulfills all the basic things that needed at daily lifeJust a note for the battery consumption, it drains a bit fast",Kajal Yadav,True,2024-10-01,4.0,1.0,"Oct, 2024",iPhone 15,positive,moved android io iphone really good device fulfills basic thing needed daily lifejust note battery consumption drain bit fast,19
5.0,Brilliant,Firstly I worried that Flipkart send duplicate or refurbished iPhone but I am wrong great shopping experience genuine product at reasonable price max discount rather than other online or offline platforms great deal with Flipkart I am impressed and obviously great product from Apple,SAURABH KUMAR,True,2024-07-01,4.0,1.0,"Jul, 2024",iPhone 15,positive,firstly worried flipkart send duplicate refurbished iphone wrong great shopping experience genuine product reasonable price max discount rather online offline platform great deal flipkart impressed obviously great product apple,29
5.0,Excellent,Camera is best quality,vikash kumar,True,2024-06-01,4.0,1.0,"Jun, 2024",iPhone 15,positive,camera best quality,3
5.0,Excellent,"Mind-blowing I love it Everything is greatttVery good battery backup, best camera, very good design.Update after using for 1 week: I legit have to charge my phone for 2times in a day else everything is great",Flipkart Customer,True,2024-05-01,4.0,1.0,"May, 2024",iPhone 15,positive,mind blowing love everything greatttvery good battery backup best camera good design update using week legit charge phone time day else everything great,23
5.0,Wonderful,"I recently purchased the iPhone 15 from Flipkart, and I'm thrilled with my experience. The sleek design and vibrant display are stunning, and the performance is top-notch with its powerful A16 Bionic chip. The camera quality is exceptional, capturing detailed and vivid photos even in low light. Battery life has been impressive, easily lasting a full day with heavy use. Flipkart's delivery was prompt, and the packaging was secure. Overall, I'm extremely satisfied with my purchase and would hig...",Jishnu  Samanta,True,2024-05-01,4.0,1.0,"May, 2024",iPhone 15,positive,recently purchased iphone flipkart thrilled experience sleek design vibrant display stunning performance top notch powerful bionic chip camera quality exceptional capturing detailed vivid photo even low light battery life impressive easily lasting full day heavy use flipkart delivery prompt packaging secure overall extremely satisfied purchase would hig,47
5.0,Terrific purchase,"Upgraded from Iphone 11. worth buying it. here are some pros and cons.Pros:1) Smooth, constant software update, 2)6 GB RAM,1 day easily sustainable battery life3) extremely helpful if you are in apple ecosystem.4) 48MP camera is really great if we compare  with my I Phone 11's 12 MP .Best video quality.5) don't go for 15 plus or pro model even if you have enough money. but 128 GB base model within 65000 RS and use that extra money to buy MacBook AIR or airpod 3rd GEN.CONS:1) 60HZ disp...",Amiya Roy,True,2024-04-01,4.0,1.0,"Apr, 2024",iPhone 15,positive,upgraded iphone worth buying pro con pro smooth constant software update ram day easily sustainable battery life extremely helpful apple ecosystem camera really great compare phone best video quality plus pro model even enough money base model within use extra money buy macbook air airpod gen con disp,48
5.0,Worth every penny,All good in this n camera superb,Amish Kumar yadav,True,2024-04-01,4.0,1.0,"Apr, 2024",iPhone 15,positive,good camera superb,3
5.0,Simply awesome,Amazing Camera and battery,Vamshi Reddy,True,2024-02-01,4.0,1.0,"Feb, 2024",iPhone 15,positive,amazing camera battery,3
5.0,Best in the market!,Excellent product,Ashis Karamakar,True,2024-02-01,3.0,1.0,"Feb, 2024",iPhone 15,positive,excellent product,2
5.0,Worth every penny,The product is good.Prize is excessive due to Apple branding only. Battery backup is not up to expectations. Flagship Titanium is lacking in it which is available in pro models only. At this price the screen should have been 6.8 inches at least.,Atul Rasyal,True,2024-01-01,4.0,1.0,"Jan, 2024",iPhone 15,positive,product good prize excessive due apple branding battery backup expectation flagship titanium lacking available pro model price screen inch least,20
5.0,Perfect product!,I can say the 60hz doesn't feel 60hz it is very smooth and may be because of appleI was too worried about the 60 hz because I was switching from 120hz Android (realme GT master edition) to this one but after using iphone 15 I feel lags in my android 120hzBut I feel camera quality is avg but videography is next level Love the speakerQuality of display is just wowCharging is also quite good and battery backup is also awesomeI am getting 5-6 hr gameplay(free fire+bgmi) from 100% to 25% qui...,Abhisekh Kumar,True,2024-01-01,4.0,1.0,"Jan, 2024",iPhone 15,positive,say feel smooth may applei worried switching android realme master edition one using iphone feel lag android hzbut feel camera quality avg videography next level love speakerquality display wowcharging also quite good battery backup also awesomei getting gameplay free fire bgmi qui,42
5.0,Awesome,Click the pic is amazing.,SUMIT LOHIA,True,2024-01-01,4.0,1.0,"Jan, 2024",iPhone 15,positive,click pic amazing,3
5.0,Simply awesome,Awesome.Camera too goodDisplay too goodBattery GoodFeels too good,Rahul Banerjee,True,2023-11-01,4.0,1.0,"Nov, 2023",iPhone 15,positive,awesome camera gooddisplay goodbattery goodfeels good,6
5.0,Wonderful,Look and design very nice,Nitin Patil,True,2023-10-01,4.0,1.0,"Oct, 2023",iPhone 15,positive,look design nice,3
3.0,Nice,"Very BAD experience I'm extremely disappointed with my iOS experience after switching from Android. While the camera and display are outstanding, performance issues overshadowed these positives. Within two days, I encountered severe battery drain (only 4-5 hours) and overheating. Worse, the phone lags and becomes unbearably hot. These issues mar an otherwise great device.",Tarun Kumar,True,2024-10-01,9.0,2.0,"Oct, 2024",iPhone 15,neutral,bad experience extremely disappointed io experience switching android camera display outstanding performance issue overshadowed positive within two day encountered severe battery drain hour overheating worse phone lag becomes unbearably hot issue mar otherwise great device,35
3.0,Decent product,ok,Flipkart Customer,True,2023-10-01,9.0,2.0,"Oct, 2023",iPhone 15,neutral,,0
4.0,Worth the money,"Perfect one to upgrade Edit after 7 months : No diappointments , build quality good as this has undergone few hard falls . Underwater also good . Camera quality is awesome . Battery is always a issue but it is okay for a person uses 5-6 hours daily . Videos are also good in cinematic mode . Good update i bought it at 78k when launched . But Around 65 it is super deal to do at this time .",Mahipal Gariya,True,2023-10-01,3.0,1.0,"Oct, 2023",iPhone 15,positive,perfect one upgrade edit month diappointments build quality good undergone hard fall underwater also good camera quality awesome battery always issue okay person us hour daily video also good cinematic mode good update bought launched around super deal time,39
3.0,Fair,Almost  good but the battery is overheating i don't know why and it drained very quickly this is the one of the major issues in this phone otherwise all ok but not satisfied with the battery,Flipkart Customer,True,2024-09-01,4.0,0.0,"Sep, 2024",iPhone 15,neutral,almost good battery overheating know drained quickly one major issue phone otherwise satisfied battery,14
5.0,Awesome,Amazing phone But Now days Chapri people Drop apple's brand value.,vinay mohan som,True,2024-04-01,5.0,2.0,"Apr, 2024",iPhone 15,positive,amazing phone day chapri people drop apple brand value,9
5.0,Super!,Amazing. This is my second iphone after 11 pro.Used it for 3 days till now. No heating issue. While setting up the device/updating ios/transferring data - it didn't heat at all. Smooth experience. Best buy for 2024.,SOURAV NANDI,True,2024-01-01,4.0,2.0,"Jan, 2024",iPhone 15,positive,amazing second iphone pro used day till heating issue setting device updating io transferring data heat smooth experience best buy,20
5.0,Awesome,Pros:1. Incredibly smart device this year2. iOS interface3. Data Privacy4. Premium build quality5. Dynamic Island6. Ecosystem benefits if you own other Apple devices7. Powerful processorCons:1. 60Hz refresh rate for a flagship (although not very noticeable)2. No improvements to Siri3. Expensive4. Low possibility of repair,Deepsayan Dam,True,2023-10-01,5.0,2.0,"Oct, 2023",iPhone 15,positive,pro incredibly smart device year io interface data privacy premium build quality dynamic island ecosystem benefit apple device powerful processorcons refresh rate flagship although noticeable improvement siri expensive low possibility repair,31
5.0,Super!,Black colour is just awesome 🔥🔥,Yash,True,2023-10-01,9.0,6.0,"Oct, 2023",iPhone 15,positive,black colour awesome,3
4.0,Good quality product,"A Mixed Bag of BrillianceThe iPhone 15 flaunts an impressive camera setup, capturing moments with exceptional clarity and detail. However, users may encounter heating issues post 80% charge, which could disrupt prolonged usage. Occasionally, screen touch glitches may hamper the otherwise seamless user experience. Despite these setbacks, the iPhone 15 excels in performance and features. The standout Dynamic Island feature enhances productivity and personalization. Overall, the iPhone 15 is a...",Kumar Patel,True,2024-06-01,5.0,2.0,"Jun, 2024",iPhone 15,positive,mixed bag brilliancethe iphone flaunt impressive camera setup capturing moment exceptional clarity detail however user may encounter heating issue post charge could disrupt prolonged usage occasionally screen touch glitch may hamper otherwise seamless user experience despite setback iphone excels performance feature standout dynamic island feature enhances productivity personalization overall iphone,50
5.0,Best in the market!,"Its first iPhone of my life, excellent performance, camera and display.Battery is good last for 5 hours to 6 house in daily uses.",MD Arbaaz patel,True,2024-02-01,2.0,0.0,2 months ago,iPhone 15,positive,first iphone life excellent performance camera display battery good last hour house daily us,14
5.0,Just wow!,Very nice product 😃,Kulwinder Pal Singh Mahi,True,2024-02-01,1.0,0.0,3 months ago,iPhone 15,positive,nice product,2
5.0,Fabulous!,Excellent phone,Aman Kumar,True,2024-02-01,2.0,0.0,4 months ago,iPhone 15,positive,excellent phone,2
5.0,Excellent,Value for Money Product...,Tapas Chowdhury,True,2024-02-01,2.0,0.0,4 months ago,iPhone 15,positive,value money product,3
5.0,Simply awesome,Good one!,Droonacharjya Chakraborty,True,2024-02-01,2.0,0.0,4 months ago,iPhone 15,positive,good one,2
5.0,Awesome,I am very happy with the sevice of Flipkart and  product was very good.thanks Flipkart,Zubair Khan,True,2024-02-01,2.0,0.0,5 months ago,iPhone 15,positive,happy sevice flipkart product good thanks flipkart,7
5.0,Fabulous!,"Battery is decent and Display,performance and Camera top notch 🔥🔥and overall value for money phone",Abhijit Das,True,2024-02-01,2.0,0.0,9 months ago,iPhone 15,positive,battery decent display performance camera top notch overall value money phone,11
5.0,Wonderful,Nice Camera Quality,Sourav Goswami,True,2024-02-01,2.0,0.0,9 months ago,iPhone 15,positive,nice camera quality,3
5.0,Must buy!,My first iPhone and just love it ❤️,Chandresh Kumar,True,2024-02-01,2.0,0.0,10 months ago,iPhone 15,positive,first iphone love,3
5.0,Must buy!,"Perfect upgrade from 13.. An incredible device that delivers everything I could want. The design is sleek and lightweight, with the new Dynamic Island feature. The camera is a standout, photos and videos look professional with excellent low-light performance and vibrant colors.The A16 Bionic chip ensures lightning-fast performance, whether I'm gaming, editing videos, or running multiple apps. Battery life is also impressive, easily lasting a full day with moderate use.",Aravind Ponugoti,True,2024-02-01,2.0,0.0,11 months ago,iPhone 15,positive,perfect upgrade incredible device delivers everything could want design sleek lightweight new dynamic island feature camera standout photo video look professional excellent low light performance vibrant color bionic chip ensures lightning fast performance whether gaming editing video running multiple apps battery life also impressive easily lasting full day moderate use,50
5.0,Great product,Best iPhone upgrade after the iPhone 14. I got this in Big Billion Day Sale for 53k. I'm reviewing this phone after 3 months.The Camera and display quality is amazing. But I switched from a 120 Hz display android phone so it took me a while to adapt to this one.But looking at a overall scenario it is a decent phone with clean UI. I've been liking iOS now and will definitely upgrade to iOS in future.The battery is not upto the mark but it does the job pretty well.I liked the automations an...,Prashant Gupta,True,2024-02-01,1.0,0.0,11 months ago,iPhone 15,positive,best iphone upgrade iphone got big billion day sale reviewing phone month camera display quality amazing switched display android phone took adapt one looking overall scenario decent phone clean liking io definitely upgrade io future battery upto mark job pretty well liked automation,43
5.0,Perfect product!,All and all a beast!!!🔥💯The only thing which can be improved is battery 😕,Rishi Raj,True,2024-02-01,2.0,0.0,11 months ago,iPhone 15,positive,beast thing improved battery,4
5.0,Excellent,Good experience iPhone 15,Rahul Kumar,True,2024-02-01,2.0,0.0,11 months ago,iPhone 15,positive,good experience iphone,3
5.0,Classy product,Performance is very good 👌,Flipkart Customer,True,2024-02-01,2.0,0.0,11 months ago,iPhone 15,positive,performance good,2
5.0,Awesome,i ❤️ iphone ❤️❤️❤️😍😍😍 Thank You My Sister Gifted Flipkart..!!❤️❤️❤️💓💓🥰🥰😍😍😍,Dheeraj Parve,True,2024-11-01,2.0,0.0,"Nov, 2024",iPhone 15,positive,iphone thank sister gifted flipkart,5
5.0,Terrific,Recently bought this phone and realized why Apple make the best phones in the world.One of the most beautiful purchase I ever made 💙,Teddy Bear,True,2024-11-01,2.0,0.0,"Nov, 2024",iPhone 15,positive,recently bought phone realized apple make best phone world one beautiful purchase ever made,14
5.0,Highly recommended,"Mashallah Great phone, last time braught  IPhone 12 for face unlock with mask, this is worth upgrade planning to keep at least 3 years, thank you team flipkart for great offer",Khajahusain Hebbal,True,2024-10-01,1.0,0.0,"Oct, 2024",iPhone 15,positive,mashallah great phone last time braught iphone face unlock mask worth upgrade planning keep least year thank team flipkart great offer,21
5.0,Mind-blowing purchase,"The iPhone 15 is simply amazing! The design is sleek, and the slightly curved edges make it feel great in the hand. The display is bright, sharp, and stunning, everything looks fantastic on it, whether watching videos or scrolling through photos. The camera upgrades are noticeable, especially in low light, and impressed by the level of detail in every shot.Performance is super smooth, with no lag even when running multiple apps.",Akassh Ambaade,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,iphone simply amazing design sleek slightly curved edge make feel great hand display bright sharp stunning everything look fantastic whether watching video scrolling photo camera upgrade noticeable especially low light impressed level detail every shot performance super smooth lag even running multiple apps,43
5.0,Worth every penny,Thanks to flipkart service nice open box delivery.IPhone 15 performance is great and so smooth. 👍👍,Sanjay Kumar Jain,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,thanks flipkart service nice open box delivery iphone performance great smooth,11
5.0,Just wow!,"At the time of sale it was the best deal for me , intented to buy pixel 8 but went for iphone 15 was really worth it . Performance user experience camera design is undoubtedly excellent the only drawback is the battery life , which sustains for only 6 7 hours and in daily life have to charge 2 times . As a flagship phone it could be a better but noting is perfect, without the battery issue in every aspect it is value for money.",Deb Neogi,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,time sale best deal intented buy pixel went iphone really worth performance user experience camera design undoubtedly excellent drawback battery life sustains hour daily life charge time flagship phone could better noting perfect without battery issue every aspect value money,40
5.0,Worth every penny,Great,Thakur Rakesh,True,2024-10-01,1.0,0.0,"Oct, 2024",iPhone 15,positive,great,1
5.0,Simply awesome,Nice phone for show off only otherwise use acche or saste phone hai market me,Anjali Sharma,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,nice phone show otherwise use acche saste phone hai market,10
5.0,Best in the market!,Great product and I would really recommend this device to anyone who wants to use a phone for a long time if Apple is making an expensive product then they will deliver a quality. I have been using the apple devices since 2009 till now. Awesome experience thanks to Apple. 🍎,Divya,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,great product would really recommend device anyone want use phone long time apple making expensive product deliver quality using apple device since till awesome experience thanks apple,27
5.0,Mind-blowing purchase,Fully satisfied using iphone❤️But battery drains fast as compared to any other phone..,subhabrata paul,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,fully satisfied using iphone battery drain fast compared phone,9
5.0,Excellent,"In 51500, it's the best option",Flipkart Customer,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,best option,2
5.0,Worth every penny,Awesome 👌👌👌👌👌,Aryan Gupta,True,2024-10-01,2.0,0.0,"Oct, 2024",iPhone 15,positive,awesome,1
5.0,Awesome,Nice product but poor packaging from flipkart,Anil Kumar,True,2024-09-01,2.0,0.0,"Sep, 2024",iPhone 15,positive,nice product poor packaging flipkart,5
5.0,Perfect product!,I phone 15 amezing phone 📱 i am very happy for buy this phone... amezing feature cemara supp,Mr. Kadir,True,2024-09-01,1.0,0.0,"Sep, 2024",iPhone 15,positive,phone amezing phone happy buy phone amezing feature cemara supp,10
5.0,Classy product,Amazing ☑️💥,Chandan Deka,True,2024-09-01,2.0,0.0,"Sep, 2024",iPhone 15,positive,amazing,1
5.0,Highly recommended,Only one word GREAT GREAT GREATER,Flipkart Customer,True,2024-09-01,2.0,0.0,"Sep, 2024",iPhone 15,positive,one word great great greater,5
5.0,Great product,"Go the best deal on Flipkart.🤩Thanks Flipkart team for such offers. ,,,✌🏻❤️",Flipkart Customer,True,2024-09-01,2.0,0.0,"Sep, 2024",iPhone 15,positive,best deal flipkart thanks flipkart team offer,7
5.0,Wonderful,Best phone,Anubhav baliyan,True,2024-09-01,1.0,0.0,"Sep, 2024",iPhone 15,positive,best phone,2
5.0,Wonderful,"Switched from Android to iOS, it was such a smooth experience.",shivam singh,True,2024-09-01,1.0,0.0,"Sep, 2024",iPhone 15,positive,switched android io smooth experience,5
5.0,Simply awesome,Loved it,Dr Anita jadhav,True,2024-09-01,2.0,0.0,"Sep, 2024",iPhone 15,positive,loved,1
5.0,Must buy!,Best camera ever for photos,Parvindar  Singh,True,2024-09-01,2.0,0.0,"Sep, 2024",iPhone 15,positive,best camera ever photo,4
5.0,Super!,"Originally product like store,no difference,I had check in apple website all thing is like store or shop.And 5000 save money,thank you Flipkart",Ataur  Rahaman,True,2024-09-01,2.0,0.0,"Sep, 2024",iPhone 15,positive,originally product like store difference check apple website thing like store shop save money thank flipkart,16
5.0,Awesome,Great product from apple thank u apple team 1. Camer- great 2. Display- fantastic 3. Performance- next level 4. Battery- super 5. Design- great,Suresh J,True,2024-09-01,1.0,0.0,"Sep, 2024",iPhone 15,positive,great product apple thank apple team camer great display fantastic performance next level battery super design great,17
5.0,Must buy!,Best,Varun giri,True,2024-08-01,2.0,0.0,"Aug, 2024",iPhone 15,positive,best,1
5.0,Worth every penny,Excellent!,Yuvraj Singh,True,2024-08-01,2.0,0.0,"Aug, 2024",iPhone 15,positive,excellent,1
5.0,Terrific purchase,I have used iPhone for 20 days already and it was a great experience with Flipkart including purchase of iPhone with replacement of old phone was pretty smooth. The phone is awesome and since its iPhone it doesn't require any review.,Dhiraj  Singh,True,2024-08-01,2.0,0.0,"Aug, 2024",iPhone 15,positive,used iphone day already great experience flipkart including purchase iphone replacement old phone pretty smooth phone awesome since iphone require review,21
5.0,Mind-blowing purchase,Awesome Deal!!! Best camera!!!,Sanzeed Aman,True,2024-08-01,2.0,0.0,"Aug, 2024",iPhone 15,positive,awesome deal best camera,4
5.0,Great product,Product is very good. Looking nice. I will recommend not to use without a cover because it  slips from hand.,BIKRAM SWAIN,True,2024-07-01,2.0,0.0,"Jul, 2024",iPhone 15,positive,product good looking nice recommend use without cover slip hand,10
5.0,Perfect product!,Excellent Device.... 🔥🔥Camera (PORTRAIT) NEXT LEVEL🔥🔥Performance 🔥Battery 🔥I just loved it 😍❣️WORTH IT 👌👌,Flipkart Customer,True,2024-07-01,2.0,0.0,"Jul, 2024",iPhone 15,positive,excellent device camera portrait next level performance battery loved worth,10
5.0,Super!,"Awesome phone, camera✅, build✅, battery lasts 1 day easily✅, overall met my expectations😊",Prajwal Suryan,True,2024-07-01,2.0,0.0,"Jul, 2024",iPhone 15,positive,awesome phone camera build battery last day easily overall met expectation,11
5.0,Highly recommended,Amazing Camera and Nice Colour...,Sahaj Modi,True,2024-07-01,2.0,0.0,"Jul, 2024",iPhone 15,positive,amazing camera nice colour,4
